"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","160558","Snails, other than sea snails","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","160559","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","160561","Sea cucumbers","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","160562","Sea urchins","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","160563","Jellyfish","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","160569","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170112","Beet sugar","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170113","Cane sugar specified in Subheading Note 2 to this Chapter","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170114","Other cane sugar","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170191","Containing added flavouring or colouring matter","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170199","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170211","Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170219","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170220","Maple sugar and maple syrup","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170230","Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170240","Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170250","Chemically pure fructose","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170260","Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170290","Other, including invert sugar","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170310","Cane molasses","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170390","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170410","Chewing gum, whether or not sugarcoated","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","170490","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180100","Cocoa beans, whole or broken, raw or roasted","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180200","Cocoa shells, husks, skins and other cocoa waste","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180310","Not defatted","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180320","Wholly or partly defatted","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180400","Cocoa butter, fat and oil","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180500","Cocoa powder, not containing added sugar or other sweetening matter","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180610","Cocoa powder, containing added sugar or other sweetening matter","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180620","Other preparations in block slabs or bars weighing more than 2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180631","Filled","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180632","Not filled","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","180690","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190110","Preparations for infant use, put up for retail sale","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190120","Mixes and doughs for the preparation of bakers' wares of heading 19.05","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190190","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190211","Containing eggs","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190219","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190220","Stuffed pasta, whether or not cooked or otherwise prepared","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190230","Other pasta","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190240","Couscous","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190300","Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190410","Prepared foods obtained by the swelling or roasting of cereals or cereal products","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190420","Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190430","Bulgur wheat","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190490","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190510","Crispbread","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190520","Gingerbread and the like","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190531","Sweet biscuits","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190532","Waffles and wafers","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190540","Rusks, toasted bread and similar toasted products","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","190590","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200110","Cucumbers and gherkins","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200190","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200210","Tomatoes, whole or in pieces","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200290","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200310","Mushrooms","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200390","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200410","Potatoes","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200490","Other vegetables and mixtures of vegetables","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200510","Homogenised vegetables","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200520","Potatoes","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200540","Peas (Pisum sativum)","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200551","Beans, shelled","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200559","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200560","Asparagus","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200570","Olives","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200580","Sweet corn (Zea mays var. saccharata)","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200591","Bamboo shoots","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200599","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200600","Fruit, nuts, fruitpeel and other parts of plants, preserved by sugar(drained, glacé or crystallized)","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200710","Homogenised preparations","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200791","Citrus fruit","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200799","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200811","Groundnuts","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200819","Other, including mixtures","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200820","Pineapples","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200830","Citrus fruit","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200840","Pears","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200850","Apricots","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200860","Cherries","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200870","Peaches","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200880","Strawberries","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200891","Palm hearts","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200893","Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos); lingonberries (Vaccinium vitisidaea)","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200897","Mixtures","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200899","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200911","Frozen","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200912","Not frozen, of a Brix value not exceeding 20","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200919","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200921","Of a Brix value not exceeding 20","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200929","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200931","Of a Brix value not exceeding 20","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200939","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200941","Of a Brix value not exceeding 20","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200949","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200950","Tomato juice","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200961","Of a Brix value not exceeding 30","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200969","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200971","Of a Brix value not exceeding 20","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200979","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200981","Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos) juice; lingonberry (Vaccinium vitisidaea) juice","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200989","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","200990","Mixtures of juices","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210111","Extracts, essences and concentrates","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210112","Preparations with a basis of extracts, essences or concentrates or with a basis of coffee","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210120","Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mat#","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210130","Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210210","Active yeasts","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210220","Inactive yeasts; other singlecell microorganisms, dead","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210230","Prepared baking powders","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210310","Soya sauce","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210320","Tomato ketchup and other tomato sauces","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210330","Mustard flour and meal and prepared mustard","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210390","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210410","Soups and broths and preparations therefor","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210420","Homogenised composite food preparations","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210500","Ice cream and other edible ice, whether or not containing cocoa","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210610","Protein concentrates and textured protein substances","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","210690","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220110","Mineral waters and aerated waters","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220190","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220210","Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220290","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
