"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030493","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhi","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030494","Alaska Pollack (Theragra chalcogramma)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030495","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030499","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030510","Fish meal fit for human consumption","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030520","Livers and roes of fish, dried, smoked, salted or in brine","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030531","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhi","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030532","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030539","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030541","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo sa","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030542","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030543","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030544","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhi","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030549","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030551","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030559","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030561","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030562","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030563","Anchovies (Engraulis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030564","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhi","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030569","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030571","Shark fins","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030572","Fish heads, tails and maws","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030579","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030611","Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030612","Lobsters (Homarus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030614","Crabs","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030615","Norway lobsters (Nephrops norvegicus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030616","Coldwater shrimps and prawns (Pandalus spp., Crangon crangon)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030617","Other shrimps and prawns","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030619","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030621","Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030622","Lobsters (Homarus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030624","Crabs","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030625","Norway lobsters (Nephrops norvegicus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030626","Coldwater shrimps and prawns (Pandalus spp., Crangon crangon)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030627","Other shrimps and prawns","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030629","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030711","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030719","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030721","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030729","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030731","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030739","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030741","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030749","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030751","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030759","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030760","Snails, other than sea snails","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030771","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030779","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030781","Live, fresh or chilled","A","Annual","A","Annual","NUM","Number","2016","","","","0"
